UniProtKB,Gene_symbol,Endogenous_interactions_with_virus_targets,Endogenous_interactions_with_virus_targets(No.),Endogenous_interactions_with_spike_targets(Frequency),Endogenous_interactions_with_envelope_targets(Frequency),Endogenous_interactions_with_membrane_targets(Frequency),Endogenous_interactions_with_nucleocapsid_targets(Frequency),Endogenous_interactions_with_orf3a_targets(Frequency),Endogenous_interactions_with_orf6_targets(Frequency),Endogenous_interactions_with_orf7a_targets(Frequency),Endogenous_interactions_with_orf8_targets(Frequency),Endogenous_interactions_with_orf10_targets(Frequency),Endogenous_interactions_with_NSP1_targets(Frequency),Endogenous_interactions_with_NSP2_targets(Frequency),Endogenous_interactions_with_NSP3_targets(Frequency),Endogenous_interactions_with_NSP4_targets(Frequency),Endogenous_interactions_with_NSP5_targets(Frequency),Endogenous_interactions_with_NSP6_targets(Frequency),Endogenous_interactions_with_NSP7_targets(Frequency),Endogenous_interactions_with_NSP8_targets(Frequency),Endogenous_interactions_with_NSP9_targets(Frequency),Endogenous_interactions_with_NSP10_targets(Frequency),Endogenous_interactions_with_NSP11_targets(Frequency),Endogenous_interactions_with_NSP12_targets(Frequency),Endogenous_interactions_with_NSP13_targets(Frequency),Endogenous_interactions_with_NSP14_targets(Frequency),Endogenous_interactions_with_NSP15_targets(Frequency),Endogenous_interactions_with_NSP16_targets(Frequency)
Q8N653,LZTR1,nsp8:AATF;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q8N6C5,IGSF1,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q8N7U6,EFHB,nsp8:MEPCE;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q8N8N7,PTGR2,nsp8:EXOSC2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q8NB15,ZNF511,nsp8:MEPCE;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q8NDF8,TENT4B,nsp8:EXOSC5;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q8NEF9,SRFBP1,nsp8:DDX10;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q8TDN4,CABLES1,nsp8:EXOSC8;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q8WUA2,PPIL4,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q8WUB8,PHF10,nsp8:MEPCE;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q8WVC0,LEO1,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q8WWK9,CKAP2,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q8WXF1,PSPC1,nsp8:NSD2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q92506,HSD17B8,nsp8:MRPS2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q92832,NELL1,nsp8:NOL10;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q969H6,POP5,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96AH8,RAB7B,nsp8:ATE1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96AV8,E2F7,nsp8:MEPCE;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96CT7,CCDC124,nsp8:MEPCE;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96DC7,TMCO6,nsp8:MEPCE;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96DU9,PABPC5,nsp8:MEPCE;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96EH3,MALSU1,nsp8:EXOSC2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96EI5,TCEAL4,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96F24,NRBF2,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96F44,TRIM11,nsp8:DDX10;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96FX2,DPH3,nsp8:ATE1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96G46,DUS3L,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96I15,SCLY,nsp8:EXOSC5;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96K17,BTF3L4,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96KC8,DNAJC1,nsp8:MRPS27;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96M32,AK7,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96N96,SPATA13,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96PD2,DCBLD2,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96PU8,QKI,nsp8:ATE1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96Q11,TRNT1,nsp8:NARS2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96Q80,DERL3,nsp8:SRP54;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96RQ3,MCCC1,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q96RS0,TGS1,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9BQI6,SLF1,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9BRA2,TXNDC17,nsp8:EXOSC8;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9BRD0,BUD13,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9BRF8,CPPED1,nsp8:SEPSECS;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9BRR8,GPATCH1,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9BSF8,BTBD10,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9BSV6,TSEN34,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9BU19,ZNF692,nsp8:NSD2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9BYZ8,REG4,nsp8:ATE1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9BZF9,UACA,nsp8:MEPCE;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9GZS3,WDR61,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9H0N5,PCBD2,nsp8:AATF;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9H223,EHD4,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9H3P2,NELFA,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9H5H4,ZNF768,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9H5N1,RABEP2,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9H6S0,YTHDC2,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9H6W3,RIOX1,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9H7H0,METTL17,nsp8:MRPS27;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9H8H2,DDX31,nsp8:NSD2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9H9A6,LRRC40,nsp8:MEPCE;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9HD33,MRPL47,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9NP97,DYNLRB1,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9NQ50,MRPL40,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9NQI0,DDX4,nsp8:MEPCE;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9NQZ2,UTP3,nsp8:NSD2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9NV31,IMP3,nsp8:MPHOSPH10;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9NVS2,MRPS18A,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9NXV6,CDKN2AIP,nsp8:NSD2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9NYK5,MRPL39,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9NYV4,CDK12,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9NZ71,RTEL1,nsp8:AATF;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9NZV7,ZIM2,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9P219,CCDC88C,nsp8:NSD2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9P227,ARHGAP23,nsp8:MEPCE;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9P2D3,HEATR5B,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9P2I0,CPSF2,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9UK11,ZNF223,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9ULC4,MCTS1,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9UNX4,WDR3,nsp8:EXOSC5;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9UPW5,AGTPBP1,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9UQ16,DNM3,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9UQV4,LAMP3,nsp8:NARS2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9Y2A7,NCKAP1,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9Y3B9,RRP15,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9Y3C1,NOP16,nsp8:MEPCE;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9Y5X9,LIPG,nsp8:EXOSC5;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9Y613,FHOD1,nsp8:EXOSC8;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9Y625,GPC6,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9Y675,SNURF,nsp8:LARP7;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9Y6Q1,CAPN6,nsp8:HECTD1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
Q9Y6X1,SERP1,nsp8:SRP54;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
A0AVI4,TMEM129,nsp7:SELENOS;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
A1A4S6,ARHGAP10,nsp7:RHOA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
A4D1P6,WDR91,nsp7:RAB8A;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
A4D1S5,RAB19,nsp7:RAB10;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
B0YJ81,HACD1,nsp7:GNB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O00445,SYT5,nsp7:RAB1A;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O14656,TOR1A,nsp7:TOR1AIP1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O14974,PPP1R12A,nsp7:RHOA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O15031,PLXNB2,nsp7:LMAN2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O15211,RGL2,nsp7:RALA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O15554,KCNN4,nsp7:RAB7A;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O43488,AKR7A2,nsp7:RALA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O43768,ENSA,nsp7:SCCPDH;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O43920,NDUFS5,nsp7:RAB5C;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O60262,GNG7,nsp7:GNB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O60496,DOK2,nsp7:RAB10;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O60725,ICMT,nsp7:RHOA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O60890,OPHN1,nsp7:RHOA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O75116,ROCK2,nsp7:RHOA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O75351,VPS4B,nsp7:RALA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O75674,TOM1L1,nsp7:RAB18;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O94850,DDN,nsp7:RALA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O95168,NDUFB4,nsp7:RAB7A;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O95169,NDUFB8,nsp7:RAB7A;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O95249,GOSR1,nsp7:RAB5C;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O95394,PGM3,nsp7:MTARC1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O95471,CLDN7,nsp7:SCARB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P02771,AFP,nsp7:GNB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P02775,PPBP,nsp7:RAB10;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P08908,HTR1A,nsp7:RHOA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P08913,ADRA2A,nsp7:GNB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P11686,SFTPC,nsp7:SCARB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P14384,CPM,nsp7:RAB7A;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P14543,NID1,nsp7:RAB10;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P15498,VAV1,nsp7:RHOA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P16520,GNB3,nsp7:GNG5;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P17948,FLT1,nsp7:SCARB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P19087,GNAT2,nsp7:ACSL3;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P19174,PLCG1,nsp7:RHOA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P19404,NDUFV2,nsp7:RAB7A;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P20020,ATP2B1,nsp7:RAB7A;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P20337,RAB3B,nsp7:RAB8A;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P21453,S1PR1,nsp7:GNG5;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P24298,GPT,nsp7:RALA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P28222,HTR1B,nsp7:GNB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P28676,GCA,nsp7:RAB5C;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P28838,LAP3,nsp7:RAB7A;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P29992,GNA11,nsp7:GNB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P30518,AVPR2,nsp7:GNB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P42680,TEC,nsp7:RHOA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P43355,MAGEA1,nsp7:DNAJC19;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P45984,MAPK9,nsp7:LMAN2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P46059,SLC15A1,nsp7:DNAJC19;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P46527,CDKN1B,nsp7:RHOA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P48549,KCNJ3,nsp7:GNB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P48995,TRPC1,nsp7:RHOA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P49815,TSC2,nsp7:RALA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P50150,GNG4,nsp7:GNB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P50151,GNG10,nsp7:GNB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P51178,PLCD1,nsp7:RALA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P51654,GPC3,nsp7:LMAN2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P51798,CLCN7,nsp7:RAB5C;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P52566,ARHGDIB,nsp7:RHOA;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P54289,CACNA2D1,nsp7:LMAN2;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P54707,ATP12A,nsp7:HS2ST1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P57727,TMPRSS3,nsp7:DCAKD;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P59768,GNG2,nsp7:GNB1;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P61026,RAB10,nsp7:RAB8A;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
P61106,RAB14,nsp7:COMT;,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
